PassengerId,Survived_pred,Survived_prob
892,0,0.14862830225075763
893,1,0.5051890567442973
894,0,0.14071039798383045
895,0,0.14080157864252021
896,1,0.5240927206400345
897,0,0.16670597871934661
898,1,0.8553857328585708
899,0,0.18803188366805476
900,1,0.7345301240663688
901,0,0.12393569394507169
902,0,0.1414545426245949
903,0,0.14888162545928713
904,1,0.8911983683944286
905,0,0.13434948469823177
906,1,0.913088535947379
907,1,0.8895785760998665
908,0,0.13452174978847953
909,0,0.16749299084860753
910,0,0.46365504409708924
911,1,0.6504294357236295
912,0,0.2511507308576144
913,1,0.622308903539436
914,1,0.9082466021539998
915,0,0.29056743814547553
916,1,0.5095239071061904
917,0,0.11464172671532201
918,1,0.9088707959896849
919,0,0.1612839216195165
920,0,0.14912082505258395
921,0,0.15030189259959933
922,0,0.13244269702646636
923,0,0.17584157688007518
924,0,0.43118869296673823
925,0,0.43409296641960476
926,0,0.1812465315856396
927,0,0.18135229173612655
928,1,0.5829656949491605
929,1,0.5470856647174406
930,0,0.14002372338246433
931,0,0.1650017424327469
932,0,0.14051836220407676
933,0,0.1484862241962832
934,0,0.14880091678796534
935,1,0.8791341275688905
936,1,0.9180206535628003
937,0,0.13991613506809536
938,0,0.16014335837681046
939,0,0.14730300981126834
940,1,0.8424793971874386
941,1,0.6326665103445221
942,0,0.16444993328226326
943,0,0.1392785831929567
944,1,0.8023118888002261
945,1,0.8564564708053194
946,0,0.13801586575119124
947,0,0.12718343736977758
948,0,0.147897889561894
949,0,0.13990180400101646
950,0,0.10959968401909681
951,1,0.755962268986785
952,0,0.15200837243914547
953,0,0.1409663221687621
954,0,0.148608187304321
955,1,0.8496990083523466
956,1,0.5326550298333111
957,1,0.8805975987112852
958,1,0.8407554896625828
959,0,0.148109251280672
960,0,0.14653753293066774
961,0,0.25103208330650206
962,1,0.853062380002057
963,0,0.14207295402294368
964,1,0.5877181041788435
965,0,0.14876694840867616
966,1,0.8036958145579396
967,0,0.25000085471897726
968,0,0.14146845739795133
969,1,0.8390169000813364
970,0,0.1386704908586143
971,1,0.853062380002057
972,1,0.7627846226784825
973,0,0.45317849136566796
974,0,0.14775254870952056
975,0,0.1414545426245949
976,0,0.1340613294073326
977,0,0.13175205749923694
978,1,0.8560240543582838
979,1,0.5339143380561026
980,1,0.8561716197259623
981,1,0.8739228513395869
982,0,0.45272027382657415
983,0,0.14144393897693364
984,1,0.9302154658899573
985,0,0.14146845739795133
986,0,0.1559991742477625
987,0,0.13990923660235155
988,1,0.7034167259206687
989,0,0.1423150688667936
990,1,0.5411743460163739
991,0,0.14625498981396107
992,1,0.8993400622684475
993,0,0.13150086727232962
994,0,0.14730300981126834
995,0,0.14020030610105644
996,1,0.8221012443495859
997,0,0.14461677113119653
998,0,0.15473364635695822
999,0,0.14730300981126834
1000,0,0.14153307178776478
1001,0,0.14639524286383163
1002,0,0.14384403942266838
1003,1,0.8561975646640434
1004,1,0.8714613008217624
1005,1,0.8415518417159905
1006,1,0.74592333836803
1007,0,0.1911129696871365
1008,0,0.1485452378622457
1009,1,0.8075310333398019
1010,0,0.15363355024860018
1011,1,0.8682961097329079
1012,1,0.8047919809960291
1013,0,0.14980996217402723
1014,1,0.9041840295789051
1015,0,0.14140089265132905
1016,0,0.14730300981126834
1017,1,0.7563302877272173
1018,0,0.14093232634219321
1019,1,0.8072640205513792
1020,0,0.14973232622516097
1021,0,0.13991204688594006
1022,0,0.14528750254742548
1023,0,0.17736761303073412
1024,0,0.1852312954153387
1025,0,0.1323527171894113
1026,0,0.14742258609073383
1027,0,0.13990339517165307
1028,0,0.15074266678190237
1029,0,0.13588468641551554
1030,1,0.5560285203292816
1031,0,0.20106128113677105
1032,0,0.14260801909996995
1033,1,0.8746637116005892
1034,0,0.27155949226307596
1035,0,0.13581346441186906
1036,0,0.14954160787851062
1037,0,0.1679455675183886
1038,0,0.14445804637152737
1039,0,0.14093835332003318
1040,0,0.1484862241962832
1041,0,0.14749722531585677
1042,1,0.9005932147710368
1043,0,0.14856231188981575
1044,0,0.12567789342138375
1045,1,0.6286872650523159
1046,0,0.11002712350595126
1047,0,0.13989128281273583
1048,1,0.8539677459464866
1049,1,0.5556639894002103
1050,0,0.14954160787851062
1051,1,0.6780229204941202
1052,1,0.8561567698527106
1053,1,0.7334574123472691
1054,1,0.8653629091694125
1055,0,0.14138213308071448
1056,0,0.14955204714980325
